FOS10_ROS10 Corrected,FOS10_ROS11 Corrected,FOS10_ROS12 Corrected,FOS10_ROS13 Corrected,FOS10_ROS1 Corrected,FOS10_ROS2 Corrected,FOS10_ROS3 Corrected,FOS10_ROS4 Corrected,FOS10_ROS5 Corrected,FOS10_ROS6 Corrected,FOS10_ROS7 Corrected,FOS10_ROS8 Corrected,FOS10_ROS9 Corrected,FOS1_ROS10 Corrected,FOS1_ROS11 Corrected,FOS1_ROS12 Corrected,FOS1_ROS13 Corrected,FOS1_ROS1 Corrected,FOS1_ROS2 Corrected,FOS1_ROS3 Corrected,FOS1_ROS4 Corrected,FOS1_ROS5 Corrected,FOS1_ROS6 Corrected,FOS1_ROS7 Corrected,FOS1_ROS8 Corrected,FOS1_ROS9 Corrected,FOS2_ROS10 Corrected,FOS2_ROS11 Corrected,FOS2_ROS12 Corrected,FOS2_ROS13 Corrected,FOS2_ROS1 Corrected,FOS2_ROS2 Corrected,FOS2_ROS3 Corrected,FOS2_ROS4 Corrected,FOS2_ROS5 Corrected,FOS2_ROS6 Corrected,FOS2_ROS7 Corrected,FOS2_ROS8 Corrected,FOS2_ROS9 Corrected,FOS3_ROS10 Corrected,FOS3_ROS11 Corrected,FOS3_ROS12 Corrected,FOS3_ROS13 Corrected,FOS3_ROS1 Corrected,FOS3_ROS2 Corrected,FOS3_ROS3 Corrected,FOS3_ROS4 Corrected,FOS3_ROS5 Corrected,FOS3_ROS6 Corrected,FOS3_ROS7 Corrected,FOS3_ROS8 Corrected,FOS3_ROS9 Corrected,FOS4_ROS10 Corrected,FOS4_ROS11 Corrected,FOS4_ROS12 Corrected,FOS4_ROS13 Corrected,FOS4_ROS1 Corrected,FOS4_ROS2 Corrected,FOS4_ROS3 Corrected,FOS4_ROS4 Corrected,FOS4_ROS5 Corrected,FOS4_ROS6 Corrected,FOS4_ROS7 Corrected,FOS4_ROS8 Corrected,FOS4_ROS9 Corrected,FOS5_ROS10 Corrected,FOS5_ROS11 Corrected,FOS5_ROS12 Corrected,FOS5_ROS13 Corrected,FOS5_ROS1 Corrected,FOS5_ROS2 Corrected,FOS5_ROS3 Corrected,FOS5_ROS4 Corrected,FOS5_ROS5 Corrected,FOS5_ROS6 Corrected,FOS5_ROS7 Corrected,FOS5_ROS8 Corrected,FOS5_ROS9 Corrected,FOS6_ROS10 Corrected,FOS6_ROS11 Corrected,FOS6_ROS12 Corrected,FOS6_ROS13 Corrected,FOS6_ROS1 Corrected,FOS6_ROS2 Corrected,FOS6_ROS3 Corrected,FOS6_ROS4 Corrected,FOS6_ROS5 Corrected,FOS6_ROS6 Corrected,FOS6_ROS7 Corrected,FOS6_ROS8 Corrected,FOS6_ROS9 Corrected,FOS7_ROS10 Corrected,FOS7_ROS11 Corrected,FOS7_ROS12 Corrected,FOS7_ROS13 Corrected,FOS7_ROS1 Corrected,FOS7_ROS2 Corrected,FOS7_ROS3 Corrected,FOS7_ROS4 Corrected,FOS7_ROS5 Corrected,FOS7_ROS6 Corrected,FOS7_ROS7 Corrected,FOS7_ROS8 Corrected,FOS7_ROS9 Corrected,FOS8_ROS10 Corrected,FOS8_ROS11 Corrected,FOS8_ROS12 Corrected,FOS8_ROS13 Corrected,FOS8_ROS1 Corrected,FOS8_ROS2 Corrected,FOS8_ROS3 Corrected,FOS8_ROS4 Corrected,FOS8_ROS5 Corrected,FOS8_ROS6 Corrected,FOS8_ROS7 Corrected,FOS8_ROS8 Corrected,FOS8_ROS9 Corrected,FOS9_ROS10 Corrected,FOS9_ROS11 Corrected,FOS9_ROS12 Corrected,FOS9_ROS13 Corrected,FOS9_ROS1 Corrected,FOS9_ROS2 Corrected,FOS9_ROS3 Corrected,FOS9_ROS4 Corrected,FOS9_ROS5 Corrected,FOS9_ROS6 Corrected,FOS9_ROS7 Corrected,FOS9_ROS8 Corrected,FOS9_ROS9 Corrected
0,2688,0,0,0,0,0,0,1,191,14,0,0,0,433,0,0,0,0,0,0,2,403,0,0,0,464,5,0,0,0,0,749,0,0,10,0,0,0,3905,0,2187,4694,5936,6724,3724,2171,6,949,2111,10295,0,1444,6154,3518,2539,4760,4655,3130,1418,14,3589,2845,2491,2764,6587,2383,1304,213,1579,1111,4812,1216,5,1902,179,950,13191,0,197,7,3473,130,7193,2203,480,1,340,54,4274,0,0,13,0,0,1397,0,0,0,0,61,882,38,0,3226,1103,1040,408,0,0,5025,3263,8,769,681,225,4012,0,1,0,1669,5869,4361,1848,712,3,140,5651,5412,0
0,3083,0,0,0,0,0,0,1,224,9,0,0,0,376,0,0,0,0,0,0,1,338,0,0,0,580,2,2,0,0,1,751,0,0,1,3,0,5,3755,0,2182,4449,5924,6397,3909,2392,8,1030,2071,10046,0,1360,5802,3086,2564,4602,4885,3133,1687,13,3636,2907,2471,2785,5953,2257,1245,295,1550,995,4713,1252,5,1636,289,924,12780,0,280,38,2824,108,7080,2215,561,5,644,30,4144,0,0,3,0,0,1474,0,0,0,0,53,557,17,0,2845,1267,442,347,0,0,5658,2882,12,1203,986,619,3791,0,0,0,1578,6250,4727,1520,862,1,99,4901,5356,0
0,5216,0,0,0,0,0,0,0,232,24,0,0,0,840,0,0,0,0,0,0,1,405,0,0,0,675,0,0,0,0,0,1090,0,2,5,0,0,8,5419,0,2621,6477,8782,8782,5635,2758,6,1109,3110,14459,0,2126,8356,4349,3653,5706,5680,3529,1523,17,3321,4327,3559,4405,9485,3640,1926,408,2131,1155,6695,1465,10,1500,355,976,21813,0,441,98,5099,154,10006,3153,646,4,376,63,6156,0,0,10,8,0,2028,0,0,0,1,72,1176,30,0,5155,1899,1232,647,0,0,6800,3636,5,1024,923,391,6359,0,0,0,2701,8574,6275,2498,830,3,92,7997,7015,21
0,2501,0,0,0,0,0,0,2,123,2,0,0,0,428,0,0,0,0,0,0,0,239,0,0,0,348,2,0,3,0,0,569,0,0,0,0,0,4,2951,0,1797,3579,4753,4896,3248,1769,4,745,1823,7327,0,908,4178,2592,1939,3502,3191,2185,1060,8,2378,2112,1741,2181,5050,1940,897,177,1281,606,3793,903,6,1093,177,584,10672,0,233,51,2516,0,5464,1783,507,1,394,44,3025,0,0,7,4,0,1055,0,0,0,0,55,665,20,0,1774,799,768,110,0,0,4122,2179,5,780,907,456,3239,0,0,0,1494,4003,3276,1299,766,4,148,3950,3544,4
0,705,0,0,0,0,0,0,0,42,0,0,0,0,116,0,0,0,0,0,0,0,177,0,0,0,108,0,0,0,0,0,148,1,0,0,0,0,4,508,0,201,1113,1850,1500,875,322,2,83,223,2453,0,286,1391,569,283,1014,808,504,245,1,731,527,408,517,1604,320,217,32,191,103,1054,328,0,345,30,40,4151,0,7,0,618,1,1734,447,89,4,94,0,1104,0,0,6,2,0,171,0,0,0,0,13,54,0,0,526,124,28,0,0,0,1016,491,3,298,46,0,752,0,0,0,484,1275,703,221,185,0,11,2031,1257,0
0,5177,0,0,0,0,0,0,0,259,26,0,0,0,580,0,0,0,0,0,0,1,662,0,0,0,855,1,0,0,0,0,835,0,0,0,0,0,2,4730,0,2551,5879,7686,8676,5192,2957,8,1238,3134,12795,0,1795,6969,4056,3082,5620,5275,3633,1820,12,4096,4023,3122,3858,7674,2832,1451,318,1953,1134,5723,1368,19,1877,260,1081,17423,0,356,120,3802,134,9267,2788,601,7,294,36,5138,0,0,13,0,0,2138,0,0,0,0,81,858,20,0,4076,1176,812,431,0,0,7561,3761,11,1205,1306,407,5630,0,3,0,2387,7694,4915,1977,710,3,248,6606,6230,10
0,3466,0,0,0,0,0,0,0,240,12,0,0,0,694,0,0,0,0,0,0,0,356,0,0,0,609,3,1,0,0,0,890,0,0,1,0,0,7,3414,0,1891,4548,6347,6909,4417,2302,1,967,2147,10016,0,1551,5788,3761,2333,4413,4166,2835,1492,15,3766,2991,2221,3069,6352,2500,1632,398,1411,1151,4583,1321,8,1826,290,764,13543,0,370,72,3089,265,7702,2512,617,4,474,6,4171,0,0,14,3,0,1686,0,0,0,1,54,757,23,0,2819,1208,643,238,0,0,5720,3190,6,996,1102,459,4144,0,4,0,1723,6448,4200,2447,1464,4,321,5568,4854,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,11697,0,0,0,0,0,0,0,589,39,0,0,0,1459,0,0,0,0,0,0,7,1164,0,0,0,1746,5,0,0,0,0,2321,1,1,12,0,0,6,6565,0,2003,13218,24416,19282,9574,3996,16,1466,2643,28188,0,1615,17954,8309,5016,10373,7442,3166,1514,28,8297,6582,4414,4087,17773,3798,1525,176,2461,1355,14465,3047,16,4130,488,1191,51313,0,570,300,10266,53,20736,4784,587,8,210,0,11962,0,0,26,1,0,1254,0,0,0,0,187,528,0,0,6276,1702,1132,180,0,0,13577,5571,14,1477,651,369,10600,0,33,0,5874,14195,8143,2461,1418,3,174,26812,15292,95
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1181,1,0,0,0,0,0,1,109,8,0,0,0,345,0,0,0,0,0,0,1,167,0,0,0,273,0,0,0,0,0,374,0,0,2,4,0,0,2099,0,1106,2681,3573,3598,2372,1311,0,460,1345,5971,0,695,3155,1899,1630,2479,2622,1654,835,11,2205,1811,1261,1424,3878,1516,891,165,1066,634,2881,670,7,1010,135,573,8251,0,230,12,1830,101,3896,1208,386,2,244,43,2400,0,0,9,0,0,714,0,0,0,0,46,583,33,0,1619,419,344,110,0,0,3015,1363,6,659,710,218,2591,0,0,0,1249,3663,2179,1045,380,2,163,2979,2845,11
0,4086,0,0,0,0,0,0,1,212,95,0,0,0,674,0,0,0,0,0,0,1,445,0,0,0,653,6,0,0,0,0,1049,0,2,0,0,0,1,4074,0,2306,4598,6205,7047,4451,2444,14,1199,2263,10370,0,1757,6166,3746,2726,4630,4959,3043,1565,17,3838,3224,2313,2981,6703,2749,2018,349,2007,1397,4915,1279,14,2046,286,1165,13921,0,477,85,3320,234,7693,3106,849,9,356,78,4102,0,0,2,5,0,1996,0,0,0,0,62,1293,41,0,3055,837,555,223,0,0,5415,3242,13,1119,801,208,4251,0,16,0,2035,6130,3406,2055,820,3,159,5815,4590,8
0,2229,0,0,0,0,0,0,1,234,47,0,0,0,844,0,0,0,0,0,0,1,397,0,0,0,473,5,0,0,0,0,985,0,0,2,0,0,6,4845,0,2777,5756,7551,7908,4804,2649,10,1064,2779,13007,0,1382,8109,4193,3533,5702,5612,3267,1545,18,3440,4247,2959,3271,8033,2840,1460,349,2214,1175,6238,1524,8,1774,316,1263,18178,0,288,19,3739,232,8947,2859,663,9,423,11,5185,0,0,14,3,0,1754,0,0,0,0,80,1157,21,0,4331,1694,1062,458,0,0,6303,3526,3,1054,1155,203,5369,0,0,0,2276,8528,4542,2487,1003,4,233,6848,6273,16
1,1286,0,0,0,0,0,0,0,61,0,0,0,0,240,0,0,0,0,0,0,1,107,0,0,0,212,2,1,0,0,0,188,0,0,0,0,0,1,1181,0,531,1278,2447,2369,1328,575,2,286,456,3695,0,343,1993,1162,774,1348,1100,617,246,7,1259,1007,698,727,2511,870,323,108,534,166,1551,269,3,531,58,120,5084,0,111,17,1067,20,2563,872,156,3,32,0,1284,0,0,5,0,0,467,0,0,0,2,33,227,3,0,682,173,177,45,0,0,1809,814,3,168,125,45,1451,0,3,0,586,2373,1295,236,143,1,0,2102,1587,0
0,3291,0,0,0,0,0,0,0,227,18,0,0,0,512,0,0,0,0,0,0,0,258,0,0,0,392,0,6,0,0,0,650,0,0,1,0,0,4,3824,0,1977,4351,5775,6629,3928,2133,5,881,2203,9592,0,1401,5510,3186,2424,4356,4221,2551,1361,16,2921,2904,2294,2711,6047,2316,1196,217,1674,881,4065,1070,9,1698,209,978,13446,0,385,142,2830,50,6396,2169,485,6,271,6,3760,0,0,2,0,0,1336,0,0,0,0,67,699,20,0,3334,1387,864,418,0,0,4522,2913,6,883,1103,364,3867,0,0,0,1798,6189,3847,1831,1051,1,228,4958,4790,0
0,2447,0,0,0,0,0,0,0,143,26,0,0,0,230,0,0,0,0,0,0,0,219,0,0,0,357,0,0,0,0,0,577,0,0,0,0,0,2,4418,0,2678,4757,5950,6955,4979,2974,11,1244,3315,10041,0,2625,5816,3480,2663,4992,5038,3345,2020,15,2845,3198,2873,3486,5788,1569,801,265,2038,1290,5270,1275,12,2480,363,1657,12735,0,173,66,2725,100,7074,1924,339,5,161,6,3941,0,0,12,0,0,503,0,0,0,0,61,267,0,0,1926,1001,701,355,0,0,3915,2407,3,916,687,456,3296,0,0,0,1087,4175,2989,1070,725,4,244,4909,3995,37
0,7022,0,0,0,0,0,0,3,329,54,0,0,0,826,0,0,0,0,0,0,4,553,0,0,0,794,5,0,0,0,0,1152,3,1,0,0,0,4,6101,0,3194,7635,10079,11102,6697,3478,15,1505,3309,15523,0,2151,9176,5171,3656,6894,6886,4585,2267,29,5990,5139,3960,4460,10289,3257,1882,322,2097,1263,7850,1658,21,2661,341,1179,22884,0,536,96,5102,336,11675,4360,982,5,598,99,6787,0,0,5,2,0,3138,0,0,0,0,103,1182,62,0,5025,2026,1325,664,0,0,9834,5303,16,1726,1583,535,7625,0,0,0,3070,11235,7387,3352,1490,6,358,8557,8202,0
0,944,0,0,0,0,0,0,0,52,31,0,0,0,117,0,0,0,0,0,0,1,73,0,0,0,204,0,1,0,0,0,202,0,0,0,0,0,3,462,0,197,1108,1715,1664,760,314,1,119,170,1955,0,181,1130,614,326,807,739,336,136,6,531,439,333,373,1341,299,68,0,251,147,984,216,0,193,53,95,3894,1,0,2,832,0,1534,425,26,2,0,3,858,0,0,2,0,1,142,0,0,0,0,13,71,1,0,336,93,84,50,0,0,938,293,5,202,122,15,683,1,0,3,416,1238,622,104,78,0,13,1953,1122,0
1,568,0,0,0,0,0,0,0,47,11,0,0,0,129,0,0,0,0,0,0,0,61,0,0,0,64,0,0,0,0,0,208,1,0,1,0,0,2,641,1,241,1132,1817,1379,876,464,3,163,464,2104,0,275,1377,804,471,769,704,426,171,2,766,590,461,368,1304,353,122,16,441,117,1127,201,1,314,11,42,4046,0,55,30,802,28,1487,488,111,2,29,0,789,0,0,2,0,0,64,0,3,0,0,10,42,0,0,769,152,71,28,0,0,1132,395,0,108,47,11,658,1,0,0,327,1117,545,269,40,1,0,1951,1258,9
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5008,0,0,0,0,0,0,2,325,2,0,0,0,490,0,0,0,0,0,0,3,305,0,0,0,475,13,0,0,0,0,1098,25,1,0,0,0,25,30694,0,39971,15489,11625,20712,21217,17500,51,11342,46737,31855,0,36081,20602,18690,23653,23795,37646,36296,30487,46,7374,15358,19399,37466,23783,16805,18713,3818,23676,22528,17052,6345,61,16147,3775,23618,26161,0,11890,6710,10621,4157,27186,17811,7469,44,9803,3689,17729,0,0,49,0,0,606,0,0,0,0,189,248,0,0,15756,8687,8656,6563,0,0,13614,11636,37,5387,8059,7829,10961,0,0,0,3489,15420,18213,12029,10110,27,3259,7436,10652,0
2,837,0,0,0,0,0,1,0,62,20,0,0,0,132,0,0,0,0,0,0,0,31,0,0,0,120,2,0,2,0,0,181,0,0,0,2,0,0,484,0,160,991,1953,1416,595,311,0,99,226,2137,0,150,1402,587,468,857,641,366,195,2,737,525,347,245,1300,325,71,13,207,169,1193,244,1,397,32,104,4124,0,5,4,744,2,1671,391,56,1,26,0,878,0,0,2,0,1,105,0,0,0,0,21,111,1,0,160,131,108,30,0,0,1197,569,3,189,44,0,928,0,0,0,440,1244,588,166,104,0,12,1883,1074,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4557,0,0,0,0,0,0,0,256,25,0,0,0,816,0,0,0,0,0,0,1,492,0,0,0,634,1,0,0,0,0,807,0,1,8,2,0,6,4835,0,2642,6281,7974,8710,5322,2861,5,1338,2797,12933,0,1610,7300,4462,3338,6710,6484,4112,2030,25,4920,3914,2963,3660,7772,3227,1709,326,1953,988,6018,1584,10,2689,333,1207,18773,0,299,49,3745,208,9874,3081,791,7,284,72,5237,0,0,8,6,0,1902,0,0,0,0,49,906,29,0,4282,1532,997,340,0,0,6995,3805,14,1110,988,562,5554,0,1,0,2392,7775,5750,2216,1112,4,226,7026,7050,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,9,6,3,7,2,6,0,3,16,11,0,2,1,1,4,2,10,11,10,0,7,0,0,8,2,2,2,0,2,1,0,1,0,0,0,1,5,0,1,0,0,0,5,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,3,4,0,1,0,17,0,0,0,0,0,0,3,1,0,0,0,2,0,0
0,3768,0,0,0,0,0,0,0,217,27,0,0,0,476,0,0,0,0,0,0,2,428,0,0,0,404,0,0,0,0,0,648,0,0,3,0,0,0,3242,0,1895,4548,5687,5511,3688,1894,5,857,1909,9197,0,1098,5168,3044,2382,4293,4336,2742,1343,12,3333,2684,1877,2090,5300,1919,980,110,1400,973,4169,1053,7,1690,229,829,12634,0,307,34,2925,49,6098,2089,414,9,544,17,3421,0,0,22,8,0,1202,0,0,0,0,40,636,19,0,2539,926,794,327,0,0,4822,2510,11,958,451,358,3723,0,5,0,1414,5379,4265,1761,952,1,116,5056,4193,22
0,6852,0,0,0,0,0,0,4,648,39,0,0,0,2202,0,0,0,0,0,0,3,1374,0,0,0,1625,9,2,0,0,0,3125,0,4,1,0,0,18,7114,0,2138,14136,24934,20380,9843,4107,18,1198,2289,30617,0,1745,18916,8206,5304,10949,8071,3562,1529,32,8354,7336,4702,4172,18533,4782,1921,320,2082,1074,14961,2687,21,3113,410,727,54696,0,131,23,11924,62,22190,4696,639,8,246,0,12217,0,0,30,0,0,1233,0,0,0,1,219,707,4,0,5896,1865,655,317,0,0,13716,5388,10,1288,1002,317,10019,0,0,0,5854,13908,8803,3141,1221,7,78,27564,13805,96
0,837,0,0,0,0,0,0,0,42,17,0,0,0,164,0,0,0,0,0,0,1,173,0,0,0,147,2,0,0,0,3,222,0,0,4,0,0,2,760,0,761,1257,1743,1911,879,400,2,155,565,2667,0,425,1759,868,440,1090,1444,1401,1239,4,677,610,435,497,1494,272,111,3,471,632,1175,312,3,386,95,453,4220,0,14,0,927,0,1900,487,14,1,54,0,1144,0,0,0,0,0,140,0,0,0,0,16,72,0,0,694,112,97,42,0,0,1005,475,4,95,42,151,641,0,0,0,515,1562,958,382,98,0,12,2087,1156,0
0,1085,0,0,0,0,0,0,1,45,10,1,0,0,96,0,0,0,0,0,0,0,135,0,0,0,93,0,0,0,0,0,370,1,0,0,1,0,4,535,0,155,1057,1841,1513,679,241,1,71,189,1881,0,130,1558,577,506,790,595,280,123,1,776,599,423,537,1420,304,166,0,316,237,1025,280,0,276,30,127,3944,0,0,0,703,1,1455,356,66,1,46,0,874,0,0,1,2,0,171,0,0,0,0,10,60,2,0,679,156,119,32,0,0,923,504,1,124,210,0,751,0,0,1,457,1317,740,151,119,1,82,1738,1238,6
0,3418,0,0,0,0,0,0,0,238,71,2,0,0,550,0,0,0,0,0,0,0,452,0,0,0,475,1,3,1,0,0,929,0,0,1,0,0,0,4428,0,2196,5549,7307,7536,4806,2792,14,1261,2707,11740,0,1630,6276,3954,2853,5144,5000,3222,1675,15,4574,3782,2979,3584,7002,2669,1641,336,2186,1187,6277,1438,7,2354,251,861,16531,0,463,81,3461,171,8612,3028,564,5,175,28,4634,0,0,2,0,0,1436,0,0,0,0,62,1067,37,0,4190,1337,889,315,0,0,6895,3844,7,1128,891,202,4568,0,0,0,2341,7832,4592,1814,1004,7,230,6256,5956,0
0,10,0,0,3,0,0,0,0,8,1,1,0,0,14,0,0,0,0,0,0,0,13,0,0,0,17,0,0,2,0,0,21,0,0,0,0,0,2,270,0,257,209,165,243,265,167,0,107,331,417,0,380,261,278,341,274,376,283,209,0,159,223,270,431,264,234,237,62,376,350,233,90,0,294,64,330,364,1,172,102,215,145,364,262,119,0,159,65,232,0,0,0,0,0,41,0,0,1,0,6,34,1,0,198,133,133,80,0,0,272,244,0,133,181,111,155,0,0,1,77,268,365,246,165,0,58,134,152,1
1,767,0,0,0,0,1,0,0,39,0,0,0,0,140,0,0,0,0,0,0,1,27,0,0,0,93,0,1,3,0,0,190,0,0,0,0,0,3,402,0,127,1058,1639,1448,678,233,0,102,190,1961,0,104,1291,742,385,789,379,171,46,4,602,461,164,233,1163,229,151,6,299,18,1015,184,0,142,18,85,3466,0,33,3,701,0,1340,309,50,1,14,0,883,0,0,5,0,0,139,0,0,0,0,14,19,0,0,713,96,36,15,0,0,1036,433,0,72,5,101,815,0,0,0,371,1058,739,201,5,2,0,1885,1000,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5129,0,0,0,0,0,0,4,194,9,0,0,0,565,0,0,0,0,0,0,3,383,0,0,0,555,5,0,0,0,0,919,0,0,1,0,0,0,3596,0,1932,4576,6223,6507,4023,2137,6,931,1997,10577,0,1322,5872,3307,2283,4678,4211,3025,1450,13,4105,2974,2232,2469,6042,2422,959,270,1559,824,4296,1181,7,1752,235,788,13567,0,294,99,3182,60,7574,2716,514,2,444,66,4062,0,0,5,0,0,1303,0,0,0,0,86,784,35,0,3478,1596,998,243,0,0,5579,3266,6,1283,1031,478,4495,0,10,0,1896,5859,4290,1600,1267,2,477,5754,5485,9
1,923,0,0,0,0,0,0,0,38,7,0,0,0,217,0,0,0,0,0,0,1,150,0,0,0,164,0,0,0,0,0,303,0,1,0,0,0,2,595,0,149,1133,1578,1476,781,267,0,92,229,2193,0,265,1278,657,287,812,754,381,145,2,579,658,464,486,1530,393,220,28,116,168,1055,188,1,198,36,54,3506,0,106,23,1021,0,1690,437,97,0,126,0,941,0,0,7,0,0,128,0,0,0,0,31,215,4,0,462,149,101,46,0,0,1550,655,3,168,162,46,978,3,2,0,531,1189,839,126,224,1,19,1867,1156,10
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0
0,4669,0,0,0,0,0,0,3,261,33,0,0,0,800,0,0,0,0,0,0,1,517,0,0,0,570,5,0,0,0,0,774,0,1,8,0,0,8,4350,0,2279,5527,7114,7730,4987,2662,15,1200,2755,12305,0,1206,6951,3904,2716,5368,5474,3363,1607,10,3659,3534,2674,2744,7319,2899,1452,232,1737,987,5623,1343,17,1683,272,871,16702,0,363,136,3964,115,8194,2955,574,3,354,38,4680,0,0,13,2,0,1470,0,0,0,0,73,859,25,0,3080,1342,1044,592,0,0,6834,3493,10,1037,1264,459,5302,0,0,0,2244,7428,5820,2534,1157,4,115,6214,5636,0
0,3287,0,0,0,0,0,0,0,195,60,0,0,0,534,0,0,0,0,0,0,1,406,0,0,0,540,0,6,0,0,0,734,0,0,5,0,0,5,3839,0,1907,4973,6397,6654,4391,2338,12,998,2157,10659,0,1313,6030,3386,2329,4616,4342,2776,1307,14,3168,3173,1942,2745,7209,2635,1653,351,1128,792,4691,1124,19,1801,185,761,14538,0,501,75,3268,245,7599,2571,449,5,423,7,4342,0,0,15,2,0,1640,0,0,0,1,48,825,25,0,3247,1126,891,301,0,0,5432,2740,7,1011,849,637,5013,0,0,0,2062,6874,4022,1820,562,2,177,5810,5483,5
0,4295,0,0,70,0,0,0,0,95,164,0,0,0,1086,0,0,0,0,0,0,2,616,0,0,0,894,0,0,0,0,0,1648,0,0,0,0,0,0,1277,0,557,1957,2995,3305,2199,1059,5,434,863,4324,0,1451,3254,2350,1715,1624,1530,945,492,6,1953,1768,1770,2072,3589,2876,3922,1181,1475,1036,2571,794,9,1519,287,1055,6968,0,3287,2097,6554,2357,4982,3379,1980,14,2936,1007,3082,0,0,28,24,14,9686,0,0,0,0,152,6073,4067,1206,1066,530,445,87,934,67,3000,1368,5,609,826,369,2000,71,9,0,873,2654,2177,1161,589,4,279,2624,2341,221
0,5088,0,0,0,0,0,0,2,273,31,0,0,0,573,0,0,0,0,0,0,0,605,0,0,0,697,1,0,0,0,1,1004,0,0,0,4,0,11,4574,0,2509,5805,7670,7815,4771,2873,10,1250,2683,12086,0,1826,7333,3974,2852,5402,5593,3606,1788,20,4325,4112,2993,3635,7810,2725,1765,305,1555,1176,5567,1375,6,2193,315,939,18137,0,440,87,3893,199,9283,2916,633,7,525,71,5288,0,0,14,0,0,1601,0,0,0,0,94,1034,57,0,3961,1597,1067,922,0,0,7064,4254,9,1352,1163,430,5528,0,7,0,2724,7801,5260,2430,1043,3,234,6602,6293,1
